7700,450
7700,500
7700,550
7700,600
7700,650
7700,700
7700,750
7700,800
7700,850
7700,900
7700,950
7750,450
7750,500
7750,550
7750,600
7750,650
7750,700
7750,750
7750,800
7750,850
7750,900
7750,950
7800,450
7800,500
7800,550
7800,600
7800,650
7800,700
7800,750
7800,800
7800,850
7800,900
7800,950
7850,450
7850,500
7850,550
7850,600
7850,650
7850,700
7850,750
7850,800
7850,850
7850,900
7850,950
7900,450
7900,500
7900,550
7900,600
7900,650
7900,700
7900,750
7900,800
7900,850
7900,900
7900,950
7950,600
7950,650
7950,700
7950,750
7950,800
7950,850
7950,900
7950,950
8000,700
8000,750
8000,800
8000,850
8000,900
8000,950
8050,700
8050,750
8050,800
8050,850
8050,900
8050,950
8100,700
8100,750
8100,800
8100,850
8100,900
8100,950
8150,800
8150,850
8150,900
8150,950
8200,850
8200,900
8200,950
8250,900
8250,950
8300,900
8300,950
8350,900
8350,950
8400,900
8400,950
8450,900
8450,950
8500,900
8500,950
8550,900
8550,950
8600,900
8600,950
8650,900
8650,950
8700,900
8700,950
8750,900
8750,950
8800,900
8800,950
8950,900
8950,950
9000,900
9000,950
9100,900
9100,950
9150,900
9150,950
9300,900
9300,950
9350,900
9350,950
9550,900
9550,950
9600,900
9600,950
9750,850
9750,900
9800,850
9800,900
9950,850
9950,900
10000,850
10000,900
10200,850
10200,900
10250,850
10250,900
10400,900
10400,950
10450,900
10450,950
10650,900
10650,950
10700,900
10700,950
11050,900
11050,950
11100,900
11100,950
11500,850
11500,900
11550,850
11550,900
11600,850
11600,900
11650,850
11650,900
11700,850
11700,900
11750,850
11750,900
11800,850
11800,900
12200,900
12200,950
12250,900
12250,950
12300,900
12300,950
12350,900
12350,950
12400,900
12400,950
12450,900
12450,950
12500,900
12500,950
12550,900
12550,950
12600,900
12600,950
12650,900
12650,950
12700,900
12700,950
12750,900
12750,950
12800,900
12800,950
12850,900
12850,950
12900,900
12900,950
12950,900
12950,950
13000,900
13000,950
13050,900
13050,950
13100,900
13100,950
13150,900
13150,950
13200,900
13200,950
13250,900
13250,950
13300,900
13300,950
13350,900
13350,950
13400,900
13400,950
13450,900
13450,950
13500,900
13500,950
13550,900
13550,950
13600,900
13600,950
13650,900
13650,950
13700,900
13700,950
13750,900
13750,950
13800,900
13800,950
13850,900
13850,950
13900,900
13900,950
13950,900
13950,950
14000,900
14000,950
14050,900
14050,950
14100,900
14100,950
14150,900
14150,950
14200,900
14200,950
14250,900
14250,950
14300,900
14300,950
14350,900
14350,950
14400,900
14400,950
15900,900
15900,950
15950,900
15950,950
16000,900
16000,950
16050,900
16050,950
16100,900
16100,950
16150,900
16150,950
16200,900
16200,950
16250,900
16250,950
16300,900
16300,950
16350,900
16350,950
16400,900
16400,950
16450,900
16450,950
16500,900
16500,950
16550,900
16550,950
16600,900
16600,950
16650,900
16650,950
16700,900
16700,950
16750,900
16750,950
16800,900
16800,950
16850,900
16850,950
16900,900
16900,950
16950,900
16950,950
17000,900
17000,950
17050,900
17050,950
17100,900
17100,950
17150,900
17150,950
17200,900
17200,950
17250,900
17250,950
17300,900
17300,950
17350,900
17350,950
17400,900
17400,950
17450,900
17450,950
17550,800
17550,850
17600,800
17600,850
17650,50
17700,50
17700,100
17750,50
17750,100
17750,500
17750,550
17750,600
17800,50
17800,100
17800,500
17800,550
17800,600
17850,500
17850,550
17850,600
17900,500
17900,550
17900,600
18100,250
18100,300
18150,250
18150,300
18200,250
18200,300
18250,250
18250,300
18300,250
18300,300
18450,350
18450,400
18500,350
18500,400
18650,600
18650,650
18700,600
18700,650
18750,600
18750,650
18800,600
18800,650
18850,600
18850,650
18900,600
18900,650
19000,350
19000,400
19050,350
19050,400
19100,300
19100,350
19150,300
19150,350
19200,300
19200,350
19250,300
19250,350
19800,600
19800,650
19850,600
19850,650
19900,600
19900,650
19950,600
19950,650
20000,600
20000,650
20050,600
20050,650
20100,600
20100,650
20150,600
20150,650
20200,600
20200,650
20550,600
20550,650
20550,700
20600,600
20600,650
20600,700
20650,600
20650,650
20650,700
20700,600
20700,650
20700,700
20750,600
20750,650
20750,700
20800,600
20800,650
20800,700
20850,600
20850,650
20850,700
20900,600
20900,650
20900,700
20950,600
20950,650
20950,700
21000,600
21000,650
21000,700
21050,600
21050,650
21050,700
21100,600
21100,650
21100,700
21350,150
21400,150
22700,850
22700,900
22700,950
22750,850
22750,900
22750,950
22800,850
22800,900
22800,950
22850,850
22850,900
22850,950
22900,850
22900,900
22900,950
22950,850
22950,900
22950,950
23000,850
23000,900
23000,950
23050,850
23050,900
23050,950
23100,850
23100,900
23100,950
23150,850
23150,900
23150,950
23200,850
23200,900
23200,950
23250,850
23250,900
23250,950
23300,850
23300,900
23300,950
23350,850
23350,900
23350,950
23400,850
23400,900
23400,950
23450,850
23450,900
23450,950
23500,850
23500,900
23500,950
23550,850
23550,900
23550,950
23600,850
23600,900
23600,950
23650,850
23650,900
23650,950
23700,850
23700,900
23700,950
23750,850
23750,900
23750,950
23800,850
23800,900
23800,950
23850,850
23850,900
23850,950
23900,850
23900,900
23900,950
23950,850
23950,900
23950,950
24000,850
24000,900
24000,950
24050,850
24050,900
24050,950
24100,850
24100,900
24100,950
24150,850
24150,900
24150,950
24200,850
24200,900
24200,950
24250,850
24250,900
24250,950
24300,850
24300,900
24300,950
24350,850
24350,900
24350,950
24400,850
24400,900
24400,950
24450,850
24450,900
24450,950
24500,850
24500,900
24500,950
24550,850
24550,900
24550,950
24600,850
24600,900
24600,950
24650,850
24650,900
24650,950
24700,850
24700,900
24700,950
24750,850
24750,900
24750,950
24800,850
24800,900
24800,950
24850,850
24850,900
24850,950
24900,850
24900,900
24900,950
24950,850
24950,900
24950,950
25000,950
25050,950
25100,950
25150,950
25200,950
25250,950
25300,950
25350,950
25400,950
25450,950
25500,950
25550,950
25600,950
25650,950
25700,950
25750,950
25800,950
25850,950
25900,950
25950,950
26000,950
26050,950
26100,950
26150,950
26200,950
26250,950
26300,950
26350,950
26400,950
26450,950
26500,950
26550,950
26600,950
26650,950
